"Name" "Team" "Position" "Height" "Weight" "Age" "PosCategory"
"647" "Matt_Belisle" "CIN" "Relief_Pitcher" 75 195 26.73 "Pitcher"
"648" "Gary_Majewski" "CIN" "Relief_Pitcher" 73 215 27.01 "Pitcher"
"649" "Mike_Stanton" "CIN" "Relief_Pitcher" 73 215 39.75 "Pitcher"
"650" "Brad_Salmon" "CIN" "Relief_Pitcher" 76 220 27.16 "Pitcher"
"651" "Jared_Burton" "CIN" "Relief_Pitcher" 77 220 25.74 "Pitcher"
"652" "David_Weathers" "CIN" "Relief_Pitcher" 75 230 37.43 "Pitcher"
"653" "Rheal_Cormier" "CIN" "Relief_Pitcher" 70 195 39.85 "Pitcher"
"654" "Yorvit_Torrealba" "COL" "Catcher" 71 190 28.62 "Catcher"
"655" "Chris_Iannetta" "COL" "Catcher" 71 195 23.9 "Catcher"
"656" "Alvin_Colina" "COL" "Catcher" 75 209 25.18 "Catcher"
"657" "Todd_Helton" "COL" "First_Baseman" 74 204 33.53 "Infielder"
"658" "Jamey_Carroll" "COL" "Second_Baseman" 69 170 33.03 "Infielder"
"659" "Kaz_Matsui" "COL" "Second_Baseman" 70 185 31.35 "Infielder"
"660" "Troy_Tulowitzki" "COL" "Shortstop" 75 205 22.39 "Infielder"
"661" "Clint_Barmes" "COL" "Shortstop" 72 175 27.99 "Infielder"
"662" "Garrett_Atkins" "COL" "Third_Baseman" 75 210 27.22 "Infielder"
"663" "Ryan_Spilborghs" "COL" "Outfielder" 73 190 27.49 "Outfielder"
"664" "Cory_Sullivan" "COL" "Outfielder" 72 180 27.53 "Outfielder"
"665" "Jeff_Salazar" "COL" "Outfielder" 72 180 26.26 "Outfielder"
"666" "Willy_Taveras" "COL" "Outfielder" 72 160 25.18 "Outfielder"
"667" "Matt_Holliday" "COL" "Outfielder" 76 235 27.12 "Outfielder"
"668" "Brad_Hawpe" "COL" "Outfielder" 75 200 27.69 "Outfielder"
"669" "Jeff_Baker" "COL" "Outfielder" 74 210 25.69 "Outfielder"
"671" "Byung-Hyun_Kim" "COL" "Starting_Pitcher" 69 180 28.11 "Pitcher"
"672" "Rodrigo_Lopez" "COL" "Starting_Pitcher" 73 190 31.21 "Pitcher"
"673" "Brian_Lawrence" "COL" "Starting_Pitcher" 72 197 30.8 "Pitcher"
"674" "Josh_Fogg" "COL" "Starting_Pitcher" 72 203 30.21 "Pitcher"
"675" "Aaron_Cook" "COL" "Starting_Pitcher" 75 205 28.06 "Pitcher"
"676" "Denny_Bautista" "COL" "Starting_Pitcher" 77 170 26.52 "Pitcher"
"677" "Ubaldo_Jimenez" "COL" "Starting_Pitcher" 76 200 23.1 "Pitcher"
"678" "Jason_Hirsh" "COL" "Starting_Pitcher" 80 250 25.02 "Pitcher"
"679" "Jeff_Francis" "COL" "Starting_Pitcher" 77 200 26.14 "Pitcher"
"680" "Taylor_Buchholz" "COL" "Starting_Pitcher" 76 220 25.38 "Pitcher"
"681" "Ryan_Speier" "COL" "Relief_Pitcher" 79 200 27.6 "Pitcher"
"682" "Ramon_Ramirez" "COL" "Relief_Pitcher" 71 190 25.5 "Pitcher"
"683" "Manny_Corpas" "COL" "Relief_Pitcher" 75 170 24.24 "Pitcher"
"684" "Juan_Morillo" "COL" "Relief_Pitcher" 73 190 23.32 "Pitcher"
"685" "Brian_Fuentes" "COL" "Relief_Pitcher" 76 220 31.56 "Pitcher"
"686" "LaTroy_Hawkins" "COL" "Relief_Pitcher" 77 215 34.19 "Pitcher"
"687" "Tom_Martin" "COL" "Relief_Pitcher" 73 206 36.78 "Pitcher"
"688" "Jeremy_Affeldt" "COL" "Relief_Pitcher" 76 215 27.73 "Pitcher"
"689" "Paul_Lo_Duca" "NYM" "Catcher" 70 185 34.88 "Catcher"
"690" "Ramon_Castro" "NYM" "Catcher" 75 235 31 "Catcher"
"691" "Julio_Franco" "NYM" "First_Baseman" 73 188 48.52 "Infielder"
"692" "Carlos_Delgado" "NYM" "First_Baseman" 75 230 34.68 "Infielder"
"693" "Jose_Valentin" "NYM" "Second_Baseman" 70 195 37.38 "Infielder"
"694" "Anderson_Hernandez" "NYM" "Second_Baseman" 69 168 24.33 "Infielder"
"695" "Damion_Easley" "NYM" "Shortstop" 71 190 37.3 "Infielder"
"696" "Jose_Reyes" "NYM" "Shortstop" 72 160 23.72 "Infielder"
"697" "David_Wright" "NYM" "Third_Baseman" 72 200 24.19 "Infielder"
"698" "Ben_Johnson" "NYM" "Outfielder" 73 200 25.7 "Outfielder"
"699" "Endy_Chavez" "NYM" "Outfielder" 70 189 29.06 "Outfielder"
"700" "David_Newhan" "NYM" "Outfielder" 70 180 33.48 "Outfielder"
"701" "Carlos_Beltran" "NYM" "Outfielder" 73 190 29.85 "Outfielder"
"702" "Shawn_Green" "NYM" "Outfielder" 76 200 34.3 "Outfielder"
"703" "Moises_Alou" "NYM" "Outfielder" 75 220 40.66 "Outfielder"
"704" "Lastings_Milledge" "NYM" "Outfielder" 72 187 21.9 "Outfielder"
"705" "Alay_Soler" "NYM" "Starting_Pitcher" 73 240 27.39 "Pitcher"
"706" "Mike_Pelfrey" "NYM" "Starting_Pitcher" 79 190 23.13 "Pitcher"
"707" "Pedro_Martinez" "NYM" "Starting_Pitcher" 71 180 35.35 "Pitcher"
"708" "Tom_Glavine" "NYM" "Starting_Pitcher" 72 185 40.93 "Pitcher"
"709" "Chan_Ho_Park" "NYM" "Starting_Pitcher" 74 210 33.67 "Pitcher"
"710" "Orlando_Hernandez" "NYM" "Starting_Pitcher" 74 220 37.39 "Pitcher"
"711" "Dave_Williams" "NYM" "Starting_Pitcher" 74 219 27.97 "Pitcher"
"712" "Oliver_Perez" "NYM" "Starting_Pitcher" 72 190 25.54 "Pitcher"
"713" "John_Maine" "NYM" "Starting_Pitcher" 76 193 25.81 "Pitcher"
"714" "Marcos_Carvajal" "NYM" "Relief_Pitcher" 76 175 22.53 "Pitcher"
"715" "Ambiorix_Burgos" "NYM" "Relief_Pitcher" 72 180 22.86 "Pitcher"
"716" "Jason_Vargas" "NYM" "Relief_Pitcher" 72 215 24.07 "Pitcher"
"717" "Jon_Adkins" "NYM" "Relief_Pitcher" 71 210 29.5 "Pitcher"
"718" "Juan_Padilla" "NYM" "Relief_Pitcher" 72 200 30.03 "Pitcher"
"719" "Duaner_Sanchez" "NYM" "Relief_Pitcher" 72 190 27.38 "Pitcher"
"720" "Pedro_Feliciano" "NYM" "Relief_Pitcher" 70 185 30.51 "Pitcher"
"721" "Aaron_Heilman" "NYM" "Relief_Pitcher" 77 220 28.3 "Pitcher"
"722" "Jorge_Sosa" "NYM" "Relief_Pitcher" 74 170 29.84 "Pitcher"
"723" "Scott_Schoeneweis" "NYM" "Relief_Pitcher" 72 195 33.41 "Pitcher"
"724" "Guillermo_Mota" "NYM" "Relief_Pitcher" 76 205 33.6 "Pitcher"
"725" "Billy_Wagner" "NYM" "Relief_Pitcher" 71 195 35.6 "Pitcher"
"726" "Philip_Humber" "NYM" "Relief_Pitcher" 76 210 24.19 "Pitcher"
"727" "Brad_Ausmus" "HOU" "Catcher" 71 190 37.88 "Catcher"
"728" "Humberto_Quintero" "HOU" "Catcher" 73 190 27.56 "Catcher"
"729" "Hector_Gimenez" "HOU" "Catcher" 70 180 24.42 "Catcher"
"730" "Lance_Berkman" "HOU" "First_Baseman" 73 220 31.05 "Infielder"
"731" "Mike_Lamb" "HOU" "First_Baseman" 73 190 31.56 "Infielder"
"732" "Mark_Loretta" "HOU" "Second_Baseman" 72 186 35.55 "Infielder"
"733" "Craig_Biggio" "HOU" "Second_Baseman" 71 185 41.21 "Infielder"
"734" "Brooks_Conrad" "HOU" "Second_Baseman" 71 190 27.12 "Infielder"
"735" "Chris_Burke" "HOU" "Second_Baseman" 71 180 26.97 "Infielder"
"736" "Eric_Bruntlett" "HOU" "Second_Baseman" 72 190 28.92 "Infielder"
"737" "Adam_Everett" "HOU" "Shortstop" 72 170 30.06 "Infielder"
"738" "Morgan_Ensberg" "HOU" "Third_Baseman" 74 210 31.51 "Infielder"
"739" "Carlos_Lee" "HOU" "Outfielder" 74 240 30.69 "Outfielder"
"740" "Jason_Lane" "HOU" "Outfielder" 74 220 30.19 "Outfielder"
"741" "Orlando_Palmeiro" "HOU" "Outfielder" 71 180 38.11 "Outfielder"
"742" "Luke_Scott" "HOU" "Outfielder" 72 210 28.68 "Outfielder"
"743" "Charlton_Jimerson" "HOU" "Outfielder" 75 210 27.44 "Outfielder"
"744" "Fernando_Nieve" "HOU" "Starting_Pitcher" 72 195 24.63 "Pitcher"
"745" "Wandy_Rodriguez" "HOU" "Starting_Pitcher" 71 160 28.11 "Pitcher"
"746" "Brandon_Backe" "HOU" "Starting_Pitcher" 72 180 28.9 "Pitcher"
"747" "Matt_Albers" "HOU" "Starting_Pitcher" 72 205 24.11 "Pitcher"
"748" "Woody_Williams" "HOU" "Starting_Pitcher" 72 200 40.53 "Pitcher"
"749" "Roy_Oswalt" "HOU" "Starting_Pitcher" 72 185 29.5 "Pitcher"
"750" "Jason_Jennings" "HOU" "Starting_Pitcher" 74 245 28.62 "Pitcher"
"751" "Miguel_Asencio" "HOU" "Relief_Pitcher" 74 190 26.42 "Pitcher"
"752" "Brad_Lidge" "HOU" "Relief_Pitcher" 77 210 30.18 "Pitcher"
"753" "Trever_Miller" "HOU" "Relief_Pitcher" 75 200 33.75 "Pitcher"
"754" "David_Borkowski" "HOU" "Relief_Pitcher" 73 200 30.06 "Pitcher"
"755" "Dan_Wheeler" "HOU" "Relief_Pitcher" 75 222 29.22 "Pitcher"
"756" "Paul_Estrada" "HOU" "Relief_Pitcher" 73 215 24.47 "Pitcher"
"757" "Lincoln_Holdzkom" "HOU" "Relief_Pitcher" 76 240 24.94 "Pitcher"
"758" "Chris_Sampson" "HOU" "Relief_Pitcher" 72 170 28.77 "Pitcher"
"759" "Chad_Qualls" "HOU" "Relief_Pitcher" 77 220 28.54 "Pitcher"
"760" "Ezequiel_Astacio" "HOU" "Relief_Pitcher" 75 156 27.32 "Pitcher"
"761" "Mike_Lieberthal" "LA" "Catcher" 72 190 35.12 "Catcher"
"762" "Russell_Martin" "LA" "Catcher" 71 202 24.04 "Catcher"
"763" "Olmedo_Saenz" "LA" "First_Baseman" 71 221 36.39 "Infielder"
"764" "James_Loney" "LA" "First_Baseman" 75 200 22.81 "Infielder"
"765" "Nomar_Garciaparra" "LA" "First_Baseman" 72 190 33.6 "Infielder"
"766" "Jeff_Kent" "LA" "Second_Baseman" 73 210 38.98 "Infielder"
"767" "Ramon_Martinez" "LA" "Second_Baseman" 73 190 34.39 "Infielder"
"768" "Marlon_Anderson" "LA" "Second_Baseman" 71 200 33.15 "Infielder"
"769" "Rafael_Furcal" "LA" "Shortstop" 70 165 29.35 "Infielder"
"770" "Wilson_Betemit" "LA" "Third_Baseman" 75 190 26.59 "Infielder"
"771" "Andy_LaRoche" "LA" "Third_Baseman" 71 185 23.46 "Infielder"
"772" "Matt_Kemp" "LA" "Outfielder" 76 230 22.43 "Outfielder"
"773" "Andre_Ethier" "LA" "Outfielder" 73 208 24.89 "Outfielder"
"774" "Delwyn_Young" "LA" "Outfielder" 68 209 24.67 "Outfielder"
"775" "Jason_Repko" "LA" "Outfielder" 71 175 26.17 "Outfielder"
"776" "Juan_Pierre" "LA" "Outfielder" 72 180 29.54 "Outfielder"
"777" "Luis_Gonzalez" "LA" "Outfielder" 74 200 39.49 "Outfielder"
"778" "Jason_Schmidt" "LA" "Starting_Pitcher" 77 205 34.08 "Pitcher"
"779" "Randy_Wolf" "LA" "Starting_Pitcher" 72 200 30.52 "Pitcher"
"780" "Brad_Penny" "LA" "Starting_Pitcher" 76 250 28.77 "Pitcher"
"781" "Derek_Lowe" "LA" "Starting_Pitcher" 78 210 33.75 "Pitcher"
"782" "Mark_Hendrickson" "LA" "Starting_Pitcher" 81 230 32.69 "Pitcher"
"783" "Chad_Billingsley" "LA" "Starting_Pitcher" 72 244 22.59 "Pitcher"
"784" "Takashi_Saito" "LA" "Relief_Pitcher" 73 202 37.04 "Pitcher"
"785" "Jonathan_Broxton" "LA" "Relief_Pitcher" 76 240 22.7 "Pitcher"
"786" "Hong-Chih_Kuo" "LA" "Relief_Pitcher" 72 200 25.6 "Pitcher"
"787" "Eric_Stults" "LA" "Relief_Pitcher" 72 215 27.23 "Pitcher"
"788" "Chin-Hui_Tsao" "LA" "Relief_Pitcher" 74 177 25.74 "Pitcher"
"789" "Tim_Hamulack" "LA" "Relief_Pitcher" 76 210 30.29 "Pitcher"
"790" "Yhency_Brazoban" "LA" "Relief_Pitcher" 73 170 26.72 "Pitcher"
"791" "Brett_Tomko" "LA" "Relief_Pitcher" 76 215 33.9 "Pitcher"
"792" "Joe_Beimel" "LA" "Relief_Pitcher" 75 217 29.86 "Pitcher"
"793" "Elmer_Dessens" "LA" "Relief_Pitcher" 70 198 36.13 "Pitcher"
"794" "Ryan_Budde" "PHI" "Catcher" 71 200 27.54 "Catcher"
"795" "Rod_Barajas" "PHI" "Catcher" 74 220 31.49 "Catcher"
"796" "Carlos_Ruiz" "PHI" "Catcher" 72 170 28.1 "Catcher"
"797" "Chris_Coste" "PHI" "Catcher" 73 200 34.07 "Catcher"
"798" "Ryan_Howard" "PHI" "First_Baseman" 76 230 27.28 "Infielder"
"799" "Wes_Helms" "PHI" "First_Baseman" 76 231 30.8 "Infielder"
"800" "Chase_Utley" "PHI" "Second_Baseman" 73 183 28.2 "Infielder"
"801" "Danny_Sandoval" "PHI" "Second_Baseman" 71 192 27.9 "Infielder"
"802" "Jimmy_Rollins" "PHI" "Shortstop" 68 167 28.26 "Infielder"
"803" "Abraham_Nu?ez" "PHI" "Third_Baseman" 71 190 30.96 "Infielder"
"804" "Michael_Bourn" "PHI" "Outfielder" 71 180 24.18 "Outfielder"
"805" "Chris_Roberson" "PHI" "Outfielder" 74 180 27.52 "Outfielder"
"806" "Jayson_Werth" "PHI" "Outfielder" 77 215 27.78 "Outfielder"
"807" "Shane_Victorino" "PHI" "Outfielder" 69 160 26.25 "Outfielder"
"808" "Aaron_Rowand" "PHI" "Outfielder" 72 205 29.5 "Outfielder"
"809" "Pat_Burrell" "PHI" "Outfielder" 76 223 30.39 "Outfielder"
"811" "Cole_Hamels" "PHI" "Starting_Pitcher" 75 175 23.18 "Pitcher"
"812" "Alfredo_Simon" "PHI" "Starting_Pitcher" 76 170 25.81 "Pitcher"
"813" "Scott_Mathieson" "PHI" "Starting_Pitcher" 75 190 23.01 "Pitcher"
"814" "Freddy_Garcia" "PHI" "Starting_Pitcher" 76 240 31.72 "Pitcher"
"815" "Jamie_Moyer" "PHI" "Starting_Pitcher" 72 175 44.28 "Pitcher"
"816" "Jon_Lieber" "PHI" "Starting_Pitcher" 74 230 36.91 "Pitcher"
"817" "Brett_Myers" "PHI" "Starting_Pitcher" 76 223 26.54 "Pitcher"
"818" "Adam_Eaton" "PHI" "Starting_Pitcher" 74 196 29.27 "Pitcher"
"819" "Geoff_Geary" "PHI" "Relief_Pitcher" 72 167 30.51 "Pitcher"
"820" "Clay_Condrey" "PHI" "Relief_Pitcher" 75 195 31.28 "Pitcher"
"821" "Ryan_Madson" "PHI" "Relief_Pitcher" 78 190 26.51 "Pitcher"
"822" "Antonio_Alfonseca" "PHI" "Relief_Pitcher" 77 250 34.87 "Pitcher"
"823" "Tom_Gordon" "PHI" "Relief_Pitcher" 70 190 39.28 "Pitcher"
"824" "Brian_Sanches" "PHI" "Relief_Pitcher" 72 190 28.56 "Pitcher"
"825" "Jim_Ed_Warden" "PHI" "Relief_Pitcher" 79 190 27.82 "Pitcher"
"826" "Anderson_Garcia" "PHI" "Relief_Pitcher" 74 170 25.94 "Pitcher"
"827" "Eude_Brito" "PHI" "Relief_Pitcher" 71 160 28.53 "Pitcher"
"828" "Fabio_Castro" "PHI" "Relief_Pitcher" 68 150 22.11 "Pitcher"
"829" "Matt_Smith" "PHI" "Relief_Pitcher" 77 225 27.71 "Pitcher"
"830" "Damian_Miller" "MLW" "Catcher" 75 220 37.38 "Catcher"
"831" "Johnny_Estrada" "MLW" "Catcher" 71 209 30.67 "Catcher"
"832" "Mike_Rivera" "MLW" "Catcher" 72 210 30.48 "Catcher"
"833" "J.D._Closser" "MLW" "Catcher" 70 176 27.12 "Catcher"
"834" "Prince_Fielder" "MLW" "First_Baseman" 72 260 22.81 "Infielder"
"835" "Rickie_Weeks" "MLW" "Second_Baseman" 72 195 24.46 "Infielder"
"836" "Tony_Graffanino" "MLW" "Second_Baseman" 73 190 34.73 "Infielder"
"837" "Craig_Counsell" "MLW" "Shortstop" 72 184 36.53 "Infielder"
"838" "J.J._Hardy" "MLW" "Shortstop" 74 180 24.53 "Infielder"
"839" "Bill_Hall" "MLW" "Shortstop" 72 195 27.17 "Infielder"
"840" "Vinny_Rottino" "MLW" "Third_Baseman" 72 195 26.9 "Infielder"
"841" "Corey_Koskie" "MLW" "Third_Baseman" 75 219 33.67 "Infielder"
"842" "Kevin_Mench" "MLW" "Outfielder" 72 225 29.14 "Outfielder"
"843" "Geoff_Jenkins" "MLW" "Outfielder" 73 212 32.61 "Outfielder"
"844" "Brady_Clark" "MLW" "Outfielder" 74 202 33.87 "Outfielder"
"845" "Tony_Gwynn_Jr." "MLW" "Outfielder" 72 185 24.41 "Outfielder"
"846" "Corey_Hart" "MLW" "Outfielder" 78 200 24.94 "Outfielder"
"847" "Gabe_Gross" "MLW" "Outfielder" 75 209 27.36 "Outfielder"
"848" "Laynce_Nix" "MLW" "Outfielder" 72 200 26.33 "Outfielder"
"849" "Drew_Anderson" "MLW" "Outfielder" 74 195 25.72 "Outfielder"
"850" "Claudio_Vargas" "MLW" "Starting_Pitcher" 75 228 28.7 "Pitcher"
"851" "Chris_Capuano" "MLW" "Starting_Pitcher" 75 210 28.53 "Pitcher"
"852" "Ben_Hendrickson" "MLW" "Starting_Pitcher" 76 190 26.07 "Pitcher"
"853" "Dave_Bush" "MLW" "Starting_Pitcher" 74 212 27.31 "Pitcher"
"854" "Carlos_Villanueva" "MLW" "Starting_Pitcher" 74 190 23.26 "Pitcher"
"855" "Ben_Sheets" "MLW" "Starting_Pitcher" 73 218 28.62 "Pitcher"
"856" "Jeff_Suppan" "MLW" "Starting_Pitcher" 74 220 32.16 "Pitcher"
"857" "Brian_Shouse" "MLW" "Relief_Pitcher" 71 190 38.43 "Pitcher"
"858" "Francisco_Cordero" "MLW" "Relief_Pitcher" 74 235 31.81 "Pitcher"
"859" "Derrick_Turnbow" "MLW" "Relief_Pitcher" 75 210 29.1 "Pitcher"
"860" "Matt_Wise" "MLW" "Relief_Pitcher" 76 200 31.28 "Pitcher"
"861" "Grant_Balfour" "MLW" "Relief_Pitcher" 74 188 29.17 "Pitcher"
"862" "Dennis_Sarfate" "MLW" "Relief_Pitcher" 76 210 25.89 "Pitcher"
"863" "Jose_Capellan" "MLW" "Relief_Pitcher" 76 235 26.13 "Pitcher"
"864" "Greg_Aquino" "MLW" "Relief_Pitcher" 73 188 29.13 "Pitcher"
"865" "Josh_Bard" "SD" "Catcher" 75 215 28.92 "Catcher"
"866" "Rob_Bowen" "SD" "Catcher" 75 216 26.01 "Catcher"
"867" "Adrian_Gonzalez" "SD" "First_Baseman" 74 220 24.81 "Infielder"
"868" "Marcus_Giles" "SD" "Second_Baseman" 68 180 28.79 "Infielder"
"869" "Todd_Walker" "SD" "Second_Baseman" 72 185 33.77 "Infielder"
"870" "Geoff_Blum" "SD" "Shortstop" 75 200 33.85 "Infielder"
"871" "Khalil_Greene" "SD" "Shortstop" 71 210 27.36 "Infielder"
"872" "Paul_McAnulty" "SD" "Outfielder" 70 220 26.01 "Outfielder"
"873" "Terrmel_Sledge" "SD" "Outfielder" 72 185 29.95 "Outfielder"
"874" "Jack_Cust" "SD" "Outfielder" 73 231 28.12 "Outfielder"
"875" "Jose_Cruz_Jr." "SD" "Outfielder" 72 210 32.87 "Outfielder"
"876" "Russell_Branyan" "SD" "Outfielder" 75 195 31.2 "Outfielder"
"877" "Mike_Cameron" "SD" "Outfielder" 74 200 34.14 "Outfielder"
"878" "Brian_Giles" "SD" "Outfielder" 70 205 36.11 "Outfielder"
"880" "Mike_Thompson" "SD" "Starting_Pitcher" 76 200 26.31 "Pitcher"
"881" "Clay_Hensley" "SD" "Starting_Pitcher" 71 190 27.5 "Pitcher"
"882" "Chris_Young" "SD" "Starting_Pitcher" 82 250 27.77 "Pitcher"
"883" "Greg_Maddux" "SD" "Starting_Pitcher" 72 185 40.88 "Pitcher"
"884" "Jake_Peavy" "SD" "Starting_Pitcher" 73 180 25.75 "Pitcher"
"885" "Scott_Cassidy" "SD" "Relief_Pitcher" 74 170 31.41 "Pitcher"
"886" "Scott_Strickland" "SD" "Relief_Pitcher" 71 180 30.84 "Pitcher"
"887" "Scott_Linebrink" "SD" "Relief_Pitcher" 75 208 30.57 "Pitcher"
"888" "Doug_Brocail" "SD" "Relief_Pitcher" 77 235 39.79 "Pitcher"
"889" "Trevor_Hoffman" "SD" "Relief_Pitcher" 72 215 39.38 "Pitcher"
"890" "Heath_Bell" "SD" "Relief_Pitcher" 74 244 29.42 "Pitcher"
"891" "Royce_Ring" "SD" "Relief_Pitcher" 72 220 26.19 "Pitcher"
"892" "Cla_Meredith" "SD" "Relief_Pitcher" 73 185 23.74 "Pitcher"
"893" "Andrew_Brown" "SD" "Relief_Pitcher" 78 230 26.03 "Pitcher"
"894" "Mike_Adams" "SD" "Relief_Pitcher" 77 190 28.59 "Pitcher"
"895" "Justin_Hampson" "SD" "Relief_Pitcher" 73 200 26.77 "Pitcher"
"896" "Kevin_Cameron" "SD" "Relief_Pitcher" 73 180 27.21 "Pitcher"
"897" "Ryan_Ketchner" "SD" "Relief_Pitcher" 73 190 24.87 "Pitcher"
"898" "Brian_Schneider" "WAS" "Catcher" 73 196 30.26 "Catcher"
"899" "Jesus_Flores" "WAS" "Catcher" 73 180 22.34 "Catcher"
"900" "Larry_Broadway" "WAS" "First_Baseman" 76 230 26.2 "Infielder"
"901" "Nick_Johnson" "WAS" "First_Baseman" 75 224 28.45 "Infielder"
"902" "Bernie_Castro" "WAS" "Second_Baseman" 70 160 27.63 "Infielder"
"903" "Josh_Wilson" "WAS" "Shortstop" 73 178 25.93 "Infielder"
"904" "Cristian_Guzman" "WAS" "Shortstop" 72 205 28.94 "Infielder"
"905" "Felipe_Lopez" "WAS" "Shortstop" 73 185 26.8 "Infielder"
"906" "Ryan_Zimmerman" "WAS" "Third_Baseman" 75 210 22.42 "Infielder"
"907" "Nook_Logan" "WAS" "Outfielder" 74 180 27.26 "Outfielder"
"908" "Ryan_Church" "WAS" "Outfielder" 73 190 28.38 "Outfielder"
"909" "Kory_Casto" "WAS" "Outfielder" 73 200 25.23 "Outfielder"
"910" "Mike_Restovich" "WAS" "Outfielder" 76 257 28.16 "Outfielder"
"911" "Alex_Escobar" "WAS" "Outfielder" 73 190 28.48 "Outfielder"
"912" "Austin_Kearns" "WAS" "Outfielder" 75 220 26.78 "Outfielder"
"913" "Chris_Snelling" "WAS" "Outfielder" 70 165 25.24 "Outfielder"
"914" "Billy_Traber" "WAS" "Starting_Pitcher" 77 205 27.45 "Pitcher"
"915" "Tim_Redding" "WAS" "Starting_Pitcher" 72 200 29.05 "Pitcher"
"916" "John_Patterson" "WAS" "Starting_Pitcher" 77 208 29.08 "Pitcher"
"917" "Shawn_Hill" "WAS" "Starting_Pitcher" 74 185 25.84 "Pitcher"
"918" "Joel_Hanrahan" "WAS" "Starting_Pitcher" 75 215 25.4 "Pitcher"
"919" "Mike_O'Connor" "WAS" "Starting_Pitcher" 75 170 26.54 "Pitcher"
"920" "Emiliano_Fruto" "WAS" "Relief_Pitcher" 75 235 22.73 "Pitcher"
"921" "Chris_Schroder" "WAS" "Relief_Pitcher" 75 210 28.53 "Pitcher"
"922" "Brett_Campbell" "WAS" "Relief_Pitcher" 72 170 25.37 "Pitcher"
"923" "Beltran_Perez" "WAS" "Relief_Pitcher" 74 180 25.35 "Pitcher"
"924" "Levale_Speigner" "WAS" "Relief_Pitcher" 71 170 26.43 "Pitcher"
"925" "Jason_Bergmann" "WAS" "Relief_Pitcher" 76 190 25.43 "Pitcher"
"926" "Saul_Rivera" "WAS" "Relief_Pitcher" 71 150 29.23 "Pitcher"
"927" "Chris_Booker" "WAS" "Relief_Pitcher" 75 230 30.22 "Pitcher"
"928" "Micah_Bowie" "WAS" "Relief_Pitcher" 76 203 32.3 "Pitcher"
"929" "Jon_Rauch" "WAS" "Relief_Pitcher" 83 260 28.42 "Pitcher"
"930" "Jerome_Williams" "WAS" "Relief_Pitcher" 75 246 25.24 "Pitcher"
"931" "Luis_Ayala" "WAS" "Relief_Pitcher" 74 186 29.13 "Pitcher"
"932" "Ryan_Wagner" "WAS" "Relief_Pitcher" 76 210 24.63 "Pitcher"
"933" "Chad_Cordero" "WAS" "Relief_Pitcher" 72 198 24.95 "Pitcher"
"934" "Humberto_Cota" "PIT" "Catcher" 72 210 28.06 "Catcher"
"935" "Ronny_Paulino" "PIT" "Catcher" 75 215 25.86 "Catcher"
"936" "Adam_LaRoche" "PIT" "First_Baseman" 75 180 27.32 "Infielder"
"937" "Ryan_Doumit" "PIT" "First_Baseman" 72 200 25.91 "Infielder"
"938" "Brad_Eldred" "PIT" "First_Baseman" 77 245 26.63 "Infielder"
"939" "Jose_Castillo" "PIT" "Second_Baseman" 73 200 25.95 "Infielder"
"940" "Jack_Wilson" "PIT" "Shortstop" 72 192 29.17 "Infielder"
"941" "Freddy_Sanchez" "PIT" "Third_Baseman" 70 192 29.19 "Infielder"
"942" "Jason_Bay" "PIT" "Outfielder" 74 200 28.44 "Outfielder"
"943" "Jose_Bautista" "PIT" "Outfielder" 72 192 26.36 "Outfielder"
"944" "Xavier_Nady" "PIT" "Outfielder" 74 205 28.29 "Outfielder"
"945" "Jody_Gerut" "PIT" "Outfielder" 72 190 29.45 "Outfielder"
"946" "Nate_McLouth" "PIT" "Outfielder" 71 186 25.34 "Outfielder"
"947" "Chris_Duffy" "PIT" "Outfielder" 70 170 26.86 "Outfielder"
"948" "Rajai_Davis" "PIT" "Outfielder" 71 197 26.36 "Outfielder"
"949" "Shane_Youman" "PIT" "Starting_Pitcher" 76 219 27.39 "Pitcher"
"950" "Yoslan_Herrera" "PIT" "Starting_Pitcher" 74 200 25.84 "Pitcher"
"951" "Josh_Shortslef" "PIT" "Starting_Pitcher" 76 220 25.08 "Pitcher"
"952" "Zach_Duke" "PIT" "Starting_Pitcher" 74 207 23.87 "Pitcher"
"953" "Paul_Maholm" "PIT" "Starting_Pitcher" 74 225 24.68 "Pitcher"
"954" "Tom_Gorzelanny" "PIT" "Starting_Pitcher" 74 207 24.64 "Pitcher"
"955" "Shawn_Chacon" "PIT" "Starting_Pitcher" 75 212 29.19 "Pitcher"
"956" "Tony_Armas_Jr." "PIT" "Starting_Pitcher" 75 225 28.84 "Pitcher"
"957" "Ian_Snell" "PIT" "Starting_Pitcher" 71 170 25.33 "Pitcher"
"958" "Sean_Burnett" "PIT" "Starting_Pitcher" 71 190 24.45 "Pitcher"
"959" "John_Grabow" "PIT" "Relief_Pitcher" 74 210 28.32 "Pitcher"
"960" "Marty_McLeary" "PIT" "Relief_Pitcher" 77 230 32.34 "Pitcher"
"961" "Salomon_Torres" "PIT" "Relief_Pitcher" 71 210 34.97 "Pitcher"
"962" "Damaso_Marte" "PIT" "Relief_Pitcher" 74 200 32.04 "Pitcher"
"963" "Matt_Capps" "PIT" "Relief_Pitcher" 75 238 23.49 "Pitcher"
"964" "Josh_Sharpless" "PIT" "Relief_Pitcher" 77 234 26.09 "Pitcher"
"965" "Bryan_Bullington" "PIT" "Relief_Pitcher" 76 222 26.41 "Pitcher"
